Link,Abstract,DOI
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201591711&doi=10.1016%2fj.jmrt.2024.08.068&partnerID=40&md5=fcdd0b00fdc8218ca868c9b69b91a5b8,"In spite of the promising prospects of the WTaVCr refractory high-entropy alloy (RHEA), the nanoscale structure-property relationship remains largely unexplored. This study introduces a supervised machine learning (ML) framework to develop a charge-transfer ionic potential (CTIP) for the W/Ta/V/Cr/O multi-component system. This novel approach demonstrates exceptional advantages in optimizing numerous parameters of a highly flexible yet physically rigorous potential, leveraging a modified distributed breeder genetic algorithm (DBGA) to balance search comprehensiveness and efficiency. The robustness of developed potential is verified through cross-validation against first-principles predictions on various properties of metals, alloys and oxides. Subsequently, dynamic simulations of annealing, mechanical loading, surface oxidation and radiation collision are conducted utilizing CTIP. Results of these simulations align with previous experiments about nanoscale chemical ordering, plastic deformation behavior, oxidation mechanisms and radiation tolerance. These findings not only further corroborate the reliability of CTIP potential, but also uncover atomic-scale insights that are experimentally unattainable, thereby enhancing the understanding of the nanostructure-property relationship. © 2024",10.1016/j.jmrt.2024.08.068
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189099245&doi=10.1016%2fj.jmst.2024.01.030&partnerID=40&md5=796b19ba972795970ac3087fdfce7581,"Refractory high-entropy alloys (RHEAs) exhibit remarkable strengths at elevated temperatures and are hence extremely promising candidates for high-temperature structural materials. However, the RHEAs with ordered superlattice structures generally suffer from poor room-temperature plasticity, which severely hampers their widespread applications. Here, we discovered that the introduction of multicomponent ceramic nanoparticles (MCNPs) into the RHEAs makes the problem alleviative and realizes a multifold increase in plasticity without sacrificing strength. The detailed characterizations show that the improvement originates from the chemical ordering-disordering transition near MCNPs in the B2-ordered RHEAs. This transition promotes the formation of local disordered regions where the mobility of dislocations is significantly enhanced. These regions wrap around MCNPs to form a unique heterogeneous structure, which suppresses the premature microcracks by the boosted dislocation mobility. Simultaneously, the existence of stable MCNPs prevents grain coarsening at elevated temperatures by Zener pinning. These novel alloy-design ideas shed new insights into developing RHEAs with an outstanding combination of strength and plasticity. © 2024",10.1016/j.jmst.2024.01.030
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195795541&doi=10.1016%2fj.jallcom.2024.175043&partnerID=40&md5=4371ee07a770377381a135e60bd96b29,"The NbMoTaW refractory high-entropy alloy (RHEA) exhibits excellent high-temperature strength, making it suitable for extreme service conditions. However, its brittleness and low ductility at room temperature caused by the enrichment of oxygen at the grain boundaries is a major impediment for its industrial applications. In this work, in-situ alloyed NbMoTaWTix (x=0, 0.125, 0.25, 0.5, 0.75) RHEAs were additively manufactured using the laser powder bed fusion (LPBF) process. The results show that the LPBF NbMoTaWTix RHEAs retain a single-phase microstructure with the body centered cubic (BCC). With the addition of Ti reduced the oxygen content in the alloy, through the formation of, nanoscale TiO2 particles appear at the solidification cell boundaries and grain boundaries, which mitigated the oxygen induced embrittlement and improved the plastic strain to fracture. As a result, the yield and compressive strengths, and the strains to failure, both at room temperature and at 1000 °C, of the NbMoTaWTi0.75 RHEA were found to be superior to those of NbMoTaW. The addition of Ti reduced the oxygen content at the cell boundaries and grain boundaries to form nanoscale TiO2 particles, which mitigated the oxygen induced embrittlement and improved the plastic strain to fracture. The dispersion strengthening of TiO2 and solid solution strengthening of Ti also contributed toimproved the observed strength enhancement. This work illustrates a possible pathway to fabricate near-net shaped RHEA parts with an excellent combination of strength and ductility. © 2024 Elsevier B.V.",10.1016/j.jallcom.2024.175043
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196735702&doi=10.1016%2fj.ijrmhm.2024.106769&partnerID=40&md5=eb881657de3318f10ba54669969a8a61,"This study employs molecular dynamics (MD) simulations to investigate the mechanical behavior and microstructure development of TaTiZrV refractory high-entropy alloy (RHEA) with microstructural variations during nanoindentation. The influence of crystallographic orientations, including [001], [110], and [111], on mechanical responses reveals that the [111]-oriented substrate exhibits the highest average hardness due to the presence of a complex dislocation network. The evolution of crystal defects, such as dislocation loops and vacancy defects, varies depending on the crystal directions, affecting the distribution of shear strain and residual stress. The recovery ratio emphasizes crystal-specific reflections, with the [110]-oriented sample exhibiting a greater elastic recovery ratio compared to other samples. Examination of RHEA with varying grain sizes reveals that reducing grain size leads to earlier pop-in phenomena, decreased indentation force, and reduced hardness. The small grain size with a high density of grain boundaries causes higher levels of shear strain and residual stress compared to specimens with larger grain sizes. Furthermore, the grain boundary acts as a barrier that resists the movement of dislocations in larger grains, enhancing hardness, while smaller grains demonstrate predominant grain rotation, reducing hardness. The highest elastic recovery in a sample with a grain size of 97.82 Å is related to the smallest dislocation length, while larger dislocation lengths in specimens with grain sizes of 73.75 Å and 141.07 Å result in lower recovery capabilities. © 2024 Elsevier Ltd",10.1016/j.ijrmhm.2024.106769
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195856587&doi=10.1016%2fj.triboint.2024.109850&partnerID=40&md5=94d9a8f9eb69d6c00efc979a8147bddc,"A novel Al0.8TiVNbNi0.2(SiC)0.2 RHEA-based composite was fabricated by spark plasma sintering. The microstructure evolution and distinctions in high-temperature tribological properties of composite incorporating SiC nano-particles were systematically analyzed. The results demonstrate that SiC particles undergo in-situ reactions with the matrix alloy during the sintering process, resulting in the formation of TiC and Nb5Si3 phases, which significantly increases the microhardness of the composite. Simultaneously, wear resistance of Al0.8TiVNbNi0.2(SiC)0.2 composite is sharply ameliorated in a wide temperature range (RT to 800 °C). The non-exogenous matching interface between reinforced phases and matrix is the key to good tribological performance. For another, the generated Si oxides is contribute to continuity of the tribo-layer formed at high-temperatures, leading to a conspicuous reduction of wear rates. © 2024 Elsevier Ltd",10.1016/j.triboint.2024.109850
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199030000&doi=10.1016%2fj.actamat.2024.120198&partnerID=40&md5=9261707bd4c0b77d28f049cdff3ca118,"Refractory high-entropy alloys (HEAs) show promise for novel hydrogen storage technology, but addressing their limited gravimetric hydrogen storage capacity necessitates exploration of light alloying elements including Mg and Al. Here, we employ density-functional theory to investigate the hydrogen desorption energetics of Ti0.325V0.275Zr0.125Nb0.275 alloy and the impact of doping with Mg and Al. Our analysis reveals that Mg and Al addition thermodynamically destabilize the Ti0.325V0.275Zr0.125Nb0.275-hydride and lower its storage capacity. The observed destabilization is attributed to reduced chemical contributions to the desorption enthalpy in the Mg and Al-doped hydrides. Detailed examination of the electronic density of states, electron localization function, and crystal orbital Hamilton population analysis unveils fundamental features of chemical bonding in these hydrides. Notably, H-H antibonding states occur for hydrogen atoms located in the nearest-neighbor interstices of Mg and Al atoms. Charge transfer facilitates formation of these antibonding states. This comprehensive analysis enhances our understanding of the intricate interplay between electronic structure, hydrogen desorption energetics, and chemical bonding in HEA hydrides, offering valuable insights for the design and optimization of advanced hydrogen storage materials. © 2024 The Authors",10.1016/j.actamat.2024.120198
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187953636&doi=10.1016%2fj.jmst.2023.12.057&partnerID=40&md5=2d281b882f1808eb7f61033b6797193c,"Refractory high-entropy alloys (RHEAs) are potential materials for high-temperature structural applications due to their excellent high-temperature performance. However, the early onset of plastic instability in RHEAs is a critical issue to be addressed. In this study, a novel Zr35Ti30Nb20Al10V5 RHEA was subjected to 95% cold rolling and annealing, achieving outstanding mechanical properties. Notably, the cold-rolled alloy exhibited the highest reported tensile strength (∼2.0 GPa) among RHEAs with a moderate ductility of ∼8.5%. Moreover, Additionally, the subsequent annealing process enabled the alloy to achieve an outstanding combination of yield strength (1.1 GPa) and fracture elongation (20%). The cold-rolled alloy has a heterogeneous lamella structure with high-density dislocation cells and dislocation pile-ups, and lattice distortion in the locally chemically ordered structure. The high work hardening behavior originates from the heterogeneous deformation-induced (HDI) hardening, which makes the HDI stress and hardening rate increase with increasing strain. In the annealed alloy, lattice distortion increases significantly with increasing strain, promoting dislocation cross-slip. The dislocation pile-ups and interactions facilitate the transition of microbands, and the relatively stable work-hardening behavior of the alloy is mainly attributed to the microband-induced plasticity effect. This study provides novel insights into the design and optimization of highly formable RHEAs with excellent mechanical properties. © 2024",10.1016/j.jmst.2023.12.057
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196710394&doi=10.1016%2fj.triboint.2024.109888&partnerID=40&md5=dbb1d9a78fb90eab19d1947729bc91cf,"Although refractory high entropy films exhibit excellent strength and hardness, their high brittleness often leads to cracking upon frictional contact, resulting in wear resistance that falls short of expectations. This limitation severely restricts their application in industries such as aerospace. In order to address this issue, the development of high entropy composite films has emerged as a viable approach to mitigate friction and enhance reliability. In this paper, a series of (NbMoWTa)1−xAgx films were prepared by introducing nano phase Ag into the NbMoWTa system by magnetron sputtering co-deposition. Despite the soft second phase potentially deteriorating the mechanical performance of the composite films, our study demonstrates that the unique chemical nanolayering in the NbMoWTa/Ag can lead to a significant reduction in friction while maintain a high hardness. Compared with the monolithic NbMoWTa film, the (NbMoWTa)75Ag25 film exhibited a 54.3 % reduction in friction coefficient and an 81.6 % decrease in wear rate, demonstrating superior tribological behavior compared to most Ag-containing composite films. The present work provides an effective strategy and facile route, through self-assembling of layered phase, for developing high performance refractory high entropy alloy films. © 2024 Elsevier Ltd",10.1016/j.triboint.2024.109888
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194186561&doi=10.1016%2fj.jallcom.2024.174917&partnerID=40&md5=cb8ce2fa5c57a961f0a21d47e7837d53,"This study presents the production and comprehensive assessment of a Refractory High Entropy Alloy (RHEA) with a ZrNbTaMoW composition for possible usage nuclear reactor applications. The alloy was synthesized using the mechanical alloying (MA) method, and its radiation properties were examined. Elemental powders of Zr, Nb, Ta, Mo, and W were utilized in equimolar quantities during the 120-hour MA process, conducted under a high-purity Ar atmosphere to prevent oxidation. The obtained HEA was then subjected to a mechano-thermal process to transform it into Refractory High-Entropy Oxide (RHEO) for comparing their radiation-shielding performance under oxide conditions. The characterization of the produced alloys through X-ray diffraction (XRD), scanning electron microscopy (SEM), and electron dispersive spectroscopy (EDS). The photon shielding parameters of the alloys were experimentally obtained for various energies emitted from a 133Ba radioactive source, employing a Canberra UltraLEGe semiconductor detector. Furthermore, theoretical calculations were performed to validate the experimental data and to evaluate the alloys' photon shielding capabilities comprehensively. For this purpose, Phy-X/PSD software was employed to determine mass attenuation coefficients, half-value layer, effective atomic number, and effective electron density. Fast neutron absorption capabilities were determined through the calculation of average absorption cross-sections in the 2–12 MeV energy range. The results showed that the oxidation process significantly diminished the photon absorption capacity of RHEA. © 2024 Elsevier B.V.",10.1016/j.jallcom.2024.174917
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198577343&doi=10.1016%2fj.jallcom.2024.175510&partnerID=40&md5=aaff92f0cc7cd42675243bcccf6a0b03,"Prior investigations have demonstrated enhanced mechanical properties, such as hardness and wear resistance, through high-entropy alloy designs that contain refractory metals. We propose the WMoNbVCrx alloy phase space as a single-phase BCC-structured, hard, and refractory high-entropy alloy for the first time. The WMoNbVCrx alloy (x = 0, 0.25, 0.5, 0.75, and 1) system is investigated computationally through CALPHAD and DFT for the equimolar and non-equimolar compositional phase spaces and synthesized through vacuum arc melting. The DFT calculations demonstrated the excellence of specific non-equimolar compositional spaces. It was found that stoichiometries rich in W and poor in V are exceptionally hard, while those rich in V and poor in W demonstrate unprecedented toughness, as determined by the ductility descriptor (Pugh's Ratio). The computational analysis shows the significance of microstructures that contain both (W-rich and W-poor) solid solution, where a synergy between hardness and toughness is created. Our experimental synthesis using vacuum arc melting demonstrated the possibility of successfully producing these alloys with W-rich (dendritic) and W-poor (interdendritic) solid solution regions, starting from elemental powders. The introduction of chromium (Cr) resulted in enhanced microhardness and wear resistance. The peak microhardness was attained when 0.5 moles of Cr were added, reaching 7.03 ±0.24 GPa, accompanied by the least wear volume loss. The produced alloys were found to align with the computationally predicted-designed alloys in terms of the hardness and Young's modulus trends that they follow. This comprehensive investigation underscores the synergistic application of CALPHAD and DFT techniques in the tailored design of novel high-entropy alloys, explaining their synthesis, structural correspondence, and the pivotal role of Cr in enhancing the mechanical properties of these alloys. © 2024 Elsevier B.V.",10.1016/j.jallcom.2024.175510
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205289397&doi=10.1007%2fs10853-024-10253-y&partnerID=40&md5=36396fe5471268f3976633f90c2a57d6,"The particle-reinforced CoAlTiWTa refractory high-entropy alloy (RHEA) composite coatings with varying additions of TiC nanoparticles (0%, 2.5%, 5%, and 10% by mass) were deposited on the surface of Inconel 718 superalloy using continuous laser cladding. The phase composition and microstructural characteristics of the RHEA composite coatings were characterized by X-ray diffraction, energy-dispersive spectroscopy, and electron backscattering diffraction techniques. Microhardness distribution and tribological properties at 600 °C were systematically examined. The results show that as the TiC particle content in the coating increases, the hardness and wear resistance of the RHEA composite coating first gradually increase and then decrease significantly. The coating with 5% TiC exhibits the highest hardness and superior high-temperature friction and wear resistance due to laser-induced microstructural refinement and reduced carbide precipitation. When the TiC content reaches 10%, increased agglomeration of TiC particles and grain coarsening lead to a notable decline in hardness and high-temperature tribological performance. The addition of TiC alters the composition of the RHEA matrix, resulting in varying high-temperature friction and wear characteristics of the composite coatings. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",10.1007/s10853-024-10253-y
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205233159&doi=10.3390%2fcoatings14091104&partnerID=40&md5=62e6a7a7b8a2b1f28c808ec2f7cc74d9,"High-temperature oxidation resistance is the major influence on the high-temperature service stability of refractory high entropy alloys. The oxidation behavior of lightweight Al0.2CrNbTiV refractory high entropy alloy coatings with different dilution ratios at 650 °C and 800 °C deposited by high-speed laser cladding was analyzed in this paper. The oxidation kinetic was analyzed, the oxidation resistance mechanism of the Al0.2CrNbTiV coating was clarified with the analysis of the formation and evolution of the oxidation layer, and the effect of the dilution rate on high-temperature performances was revealed. The results showed that the oxide layer was mainly composed of rutile oxides (Ti, Cr, Nb)O2 after isothermal oxidation at 650 °C and 800 °C for 50 h. The Al0.2CrNbTiV coating in low dilution exhibited better oxidation performance at 650 °C, due to the dense oxide layer formed with the synergistic growth of fine AlVO3 particles and (Ti, Cr, Nb)O2, and higher percentage of Cr, Nb in (Ti, Cr, Nb)O2 strengthened the lattice distortion effect to inhibit the penetration of oxygen. The oxide layer formed at 800 °C for the Al0.2CrNbTiV coating was relatively loose, but the oxidation performance of the coating in high dilution improved due to the precipitation of Cr2Nb-type Laves phases along grain boundaries, which inhibits the diffusion of oxygen. © 2024 by the authors.",10.3390/coatings14091104
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200601941&doi=10.1016%2fj.msea.2024.147071&partnerID=40&md5=5e5a9ef82b9523d7e66fdb311e3db4b4,"A crack-free refractory high-entropy alloy (RHEA), composed of (Cr25Mo25Nb25V25)99C1 was synthesized in-situ from blended elemental powders using laser directed energy deposition (DED). This study revealed that a minor addition of carbon effectively enhances the grain-boundary cohesion of the DEDed RHEA, thereby mitigating microcrack propagation along the grain boundaries during the additive manufacturing process. Notably, the DEDed RHEA exhibited exceptional high-temperature mechanical properties, highlighted by a yield strength of 787 MPa at 1000 °C along with sustained strain-hardening capacity, surpassing other additively manufactured high-entropy alloys reported to date. The remarkable high-temperature strength of the DEDed RHEA can be attributed to the potent pinning effect exerted on dislocations within both dendritic and interdendritic regions at elevated temperature. This effect stems from severe lattice distortion, local chemical fluctuations (LCFs), solute atom pinning, and dislocation interactions. The method employed to inhibit microcrack formation, along with the elucidation of the high-temperature strengthening mechanism, opens avenues for the fabrication of RHEAs tailored for high-temperature structural applications. © 2024 Elsevier B.V.",10.1016/j.msea.2024.147071
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182876524&doi=10.1016%2fj.jmst.2023.11.047&partnerID=40&md5=5feec7136e5240513a690842a084c560,"The twinning-induced plasticity (TWIP) effect has been widely utilized in austenite steels, β-Ti alloys, and recently developed face-centered-cubic (FCC) high-entropy alloys (HEAs) to simultaneously enhance the tensile strength and ductility. In this study, for the first time, the TWIP effect through hierarchical {332<113> mechanical twinning has been successfully engineered into the TiZrHfNb refractory HEAs by decreasing temperature and tailoring the content of Nb to destabilize the BCC phase. At cryogenic temperature, the comprehensive hierarchical {332}<113> mechanical twins are activated in TiZrHfNb0.5 alloy from micro- to nanoscale and progressively segment the BCC grains into nano-scale islands during deformation, ensuring sustainable strain hardening capability and eventually achieving a substantial 35 % uniform tensile elongation. In addition, at 77 K, the tensile strength and uniform elongation of TiZrHfNbx alloys can further be adjusted by a moderate increase of Nb. The results above shed new light on the development of high-performance refractory HEAs with a high and adjustable strength and ductility combination down to the cryogenic temperature. © 2024",10.1016/j.jmst.2023.11.047
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190260596&doi=10.1016%2fj.apsusc.2024.160085&partnerID=40&md5=1c1f5e4e7f7c8116d6114dc589b673f7,"The high-temperature oxidation behaviors of a series of refractory high entropy alloys TaCrTiW and TaCrTiZrW alloy coatings at 1073 K in air were studied. A complex protective oxide layer consisting of Cr2O3, TiO2, and CrTaO4 oxides was generated on the alloys surface. Among the TaCrTiW alloy coatings, the presence of TiO2 inhibited the generation of unfavorable oxides and promoted the generation of CrTaO4. The Ta41.7Cr50.3Ti4.5Zr1.6W1.9 exhibits excellent oxidation resistance. The addition of Zr not only accelerated the initial oxide formation but also promoted the rapid formation of Cr2O3. © 2024",10.1016/j.apsusc.2024.160085
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188090687&doi=10.1016%2fj.jnucmat.2024.154991&partnerID=40&md5=88098b642a6c66c9984992e2f8fa9428,"A refractory WTaCrVTi high-entropy alloy (HEA) film was prepared by magnetron sputtering, and a pure tungsten (W) film was also prepared in the same way used as a comparison sample. The electrical resistivity of the films in the temperature range of 4 K–300 K was measured by the standard four-probe method and the results showed that the resistivity of the HEA film is about 10 times higher than that of the W film. Furthermore, the thermal conductivity of the film sample is calculated by Wiedemann-Franz law. The results show that the thermal conductivity of the HEA film at 300 K is about 10 times lower than that of the W film. Deuterium and helium retention and desorption behavior induced by deuterium and helium plasma exposure of the two films were investigated. The total deuterium retention measured by thermal desorption spectra (TDS) in the HEA film was approximately 16 times larger than that in the W film, which was attributed to the existence of more grain boundary defects and vacancy-type defects in HEA film, leading to more deuterium trapped. The characteristics of helium bubbles in the two films were compared. The results showed that the helium bubbles in the HEA film had a shallower depth distribution and smaller size than those in the W film, which indicated that the bubbles growth evolution was suppressed in the HEA film compared to the W film. It is suggested that helium atoms in the HEA film experience larger lattice potential energy fluctuations due to the abundant hopping processes during diffusion and aggregation. © 2024",10.1016/j.jnucmat.2024.154991
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193430156&doi=10.1016%2fj.compositesb.2024.111555&partnerID=40&md5=7f6284966d8c538246b2494e647ca584,"Traditional refractory high-entropy alloys (RHEAs) generally exhibit a trade-off between high-temperature strength and light weight. In present work, a novel design strategy based on tailoring element distribution is proposed to achieve excellent high-temperature strength at a density lower than 7 g cm−3. Specifically, a Ti40Nb15Mo30(NbC)15 composite was designed and prepared by powder metallurgy. The composite is found to be composed of two ultrafine-grained (UFG) phases including a body-centered cubic (bcc) solid-solution phase and a face-centered cubic (fcc) ceramic reinforcement phase (Ti, Nb)C. The as-sintered composite shows a uniform and UFG microstructure where two phases are interconnected. Due to this unique microstructure, the Ti40Nb15Mo30(NbC)15 composite displays superb specific yield strengths among surveyed RHEAs, complex concentrated alloys, and metal-matrix composites from 800 °C (243 MPa g−1 cm3) to 1000 °C (127 MPa g−1 cm3). The outstanding high-temperature compressive strength was found to be associated with high resistance to dislocation motion and strong dislocation interactions in both the bcc and fcc phases. The phase interface after hot compression remained semi-coherent, vindicating its high stability. The high-density of stable phase interfaces not only retards the dislocation motion due to the large image force near the phase boundary but also induces a high value of activation energy for diffusion. The high activation energy can further achieve significant microstructure stability even after a long-term annealing (36 h) at 1000 °C. This work provides new perspectives for the design and application of light and ultrastrong refractory complex concentrated alloys (RCCAs) by comparison to the insufficient strength of many traditional and light RCCAs. © 2024 Elsevier Ltd",10.1016/j.compositesb.2024.111555
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190942178&doi=10.1016%2fj.jallcom.2024.174581&partnerID=40&md5=8daf6103dfe27bbf6bdf9b9b64d83eb7,"Refractory high-entropy alloys (RHEAs) are sensitive to thermal oxidation, significantly restricting their service performance and potential applications. However, the wet oxidation behavior of RHEAs has remained poorly understood despite the potential risk of catastrophic oxidation caused by water vapor. In this study, the oxidation mechanism of an equiatomic TiZrHfNbTaV high-entropy alloy (HEA) has been investigated in a wet atmosphere at elevated temperatures. Synchronous oxidation of all elements occurs at temperatures below 800 °C. At temperatures above 800 °C, preferential oxidation of Nb, Ti, and Zr, and internal oxidation of V occur on HEAs, which are thermodynamically less preferred as compared with oxidations of more reactive Hf and Ta. Experimental and theoretical analyses show that the oxide grain boundaries and substrate interdendritic regions of HEAs act as diffusion pathways for V and oxidizing species during preferential and internal oxidation processes. This work provides a fundamental understanding of the oxidation of multicomponent alloys in wet environments, which is helpful in the development of effective oxidation resistance strategies and innovative surface engineering techniques. © 2024 Elsevier B.V.",10.1016/j.jallcom.2024.174581
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191371469&doi=10.3390%2fma17081924&partnerID=40&md5=c3b12b0f5dc85867d08b1a5a6f2a3684,"Vacuum induction melting is a more energy-efficient process for the preparation of a titanium alloy with good homogeneity and low cost. But the crucial problem for this technology is in developing a crucible refractory with high stability. In the present work, a novel (Ca,Sr,Ba)ZrO3 crucible was prepared by slip casting and its performance in melting NiTi alloy was studied. The results showed that a single solid solution was formed with a homogeneous distribution of metal elements after sintering at 1500 °C. It was found that the total content of oxygen and nitrogen remaining in the TiNi alloy after melting in the (Ca,Sr,Ba)ZrO3 crucible was 0.0173 wt.%, which fulfills the ASTM standard on biomedical TiNi alloys. The good resistance of the (Ca,Sr,Ba)ZrO3 crucible to molten NiTi has a relationship with the sluggish diffusion effect of high-entropy ceramics. This study provides insights into the process of designing highly suitable crucible material for melting a NiTi alloy. © 2024 by the authors.",10.3390/ma17081924
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188694051&doi=10.1016%2fj.ijrmhm.2024.106668&partnerID=40&md5=ce6563709b2bcc6c010f3d2b1480a13b,"The trade-off between high-temperature strength and room-temperature ductility represents a critical concern for practical application of refractory high-entropy alloys (RHEAs). Here, a set of five Re0.1HfxTa1.6W0.4(TaC)y refractory medium-entropy alloys (RMEAs) were fabricated using the vacuum arc melting technique, and the effect of Hf and C on the microstructures and mechanical properties of these alloys was investigated. These RMEAs exhibit excellent high-temperature strength and favorable plasticity at room-temperature. The microstructures of the Re0.1HfxTa1.6W0.4(TaC)y alloys are hypoeutectic or eutectic structures, consisting of BCC solid solution and primary and secondary carbides. The carbides can be classified into two types: M2C and MC. Hf and C have an important influence on the grain size, carbide type and spatial configuration of the alloy, and in turn, influence the mechanical properties of the alloy. For instance, the content of MC-type carbides is proportional to the addition of Hf element, whereby a higher proportion of Hf results in reduced plasticity at room-temperature and enhanced softening resistance at elevated temperatures in the alloy. The carbides and BCC matrix exhibit synergistic strengthening behavior. The ultimate compressive strength of the five Re0.1HfxTa1.6W0.4(TaC)y alloys at 1450 °C is >950 MPa, while maintaining a fracture strain exceeding 11% at room-temperature. Notably, the Re0.1Hf0.1Ta1.6W0.4(TaC)0.25 alloy demonstrates a compressive strength of 1110 MPa at 1450 °C, which is 2.3 times greater than that of the NbMoTaW alloy at 1400 °C. Additionally, the fracture strain of the Re0.1Hf0.1Ta1.6W0.4(TaC)0.25 alloy at room-temperature is 16.9%, which is 8 times higher than that of the NbMoTaW alloy. The Re0.1HfxTa1.6W0.4(TaC)y alloy exhibit excellent mechanical properties at both room and high temperatures, making it a potential candidate for applications in fields that require high strength at ultra-high temperatures. © 2024 Elsevier Ltd",10.1016/j.ijrmhm.2024.106668
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199426321&doi=10.1016%2fS1003-6326%2824%2966536-2&partnerID=40&md5=562fc33d3771712cbe4f87e2bcea8ef1,"Refractory Mo0.5NbTiVCr0.25 high-entropy alloy coatings were fabricated on TC4 substrates using laser cladding technology. The coatings were aged at 600, 800 and 1000 °C for 24 h and then water-cooled. The phase composition, microstructure, and mechanical properties of the high-entropy alloy coatings were investigated using X-ray diffraction (XRD), scanning electron microscopy (SEM), electron backscattered diffraction (EBSD), transmission electron microscopy (TEM), Vickers hardness testing and universal friction wear testing. The results showed that high-entropy alloy coatings retained a body-centered cubic structure after different aging heat treatments. After the aging heat treatment at 800 °C, the coatings exhibited Ti-rich precipitation phases, which were verified as Ti(O,N) face-centered cubic structures by TEM technique. The optimum aging temperature was 600 °C and the hardness of the coating was HV0.2 410. The wear mechanisms of the coatings were adhesive and abrasive wear. © 2024 The Nonferrous Metals Society of China",10.1016/S1003-6326(24)66536-2
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189469604&doi=10.1063%2f5.0200862&partnerID=40&md5=97460b37b6f8b973320aa9ec98008559,"Refractory high-entropy alloys are under consideration for applications where materials are subjected to high temperatures and levels of radiation, such as in the fusion power sector. However, at present, their scope is limited because they are highly brittle at room temperature. One suggested route to mitigate this issue is by alloying with Ti. In this theoretical study, using a computationally efficient linear-response theory based on density functional theory calculations of the electronic structure of the disordered alloys, we study the nature of atomic short-range order in these multi-component materials, as well as assessing their overall phase stability. Our analysis enables direct inference of phase transitions in addition to the extraction of an atomistic, pairwise model of the internal energy of an alloy suitable for study via, e.g., Monte Carlo simulations. Once Ti is added into either the NbMoTaW or VNbMoTaW system, we find that there is competition between chemical phase ordering and segregation. These results shed light on observed chemical inhomogeneity in experimental samples, as well as providing fundamental insight into the physics of these complex systems. © 2024 Author(s).",10.1063/5.0200862
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189904042&doi=10.1007%2fs40195-024-01686-0&partnerID=40&md5=9f02d0cd94d35b0e94804cfead08f5c6,"Interstitial strengthening with nitrogen (N) is one of the effective ways to improve the mechanical properties of HEAs, but the effects of N on the microstructures and mechanical properties of the irradiated HEAs have not been studied extensively. Here, the microstructures and mechanical properties of N-free and N-doped Ti2ZrNbV0.5Mo0.2 HEAs before and after He irradiation were investigated. The results showed that the solid solution strengthening caused by interstitial N improved the yield strength at room temperature and 1023 K without significantly reducing plasticity. N doping significantly promoted the growth, aggregation and wider spatial distribution of He bubbles by enhancing the mobility of He atoms/He-vacancy complexes, with the average size of He bubbles increasing from 10.4 nm in N-free HEA to 31.0 nm in N-doped HEA. In addition, N-doped HEA showed a much higher irradiation hardness increment and hardening fraction than N-free HEA. Contrary to conventional materials doped with N, the introduction of N into Ti2ZrNbV0.5Mo0.2 HEA had adverse effects on its resistance to He bubble growth and irradiation hardening. The results of this study indicated that N doping may not improve the irradiation resistance of HEAs. © The Chinese Society for Metals (CSM) and Springer-Verlag GmbH Germany, part of Springer Nature 2024.",10.1007/s40195-024-01686-0
